0	DEG-Torhüter	B-ORGpart	O	B-ORGpart	O
1	Jamie	B-PER	O	B-PER	O
2	Storr	I-PER	O	I-PER	O
3	(	O	O	O	O
4	Mitte	O	O	O	O
5	)	O	O	O	O
6	kann	O	O	O	O
7	den	O	O	O	O
8	Schuss	O	O	O	O
9	zum	O	O	O	O
10	1:0	O	O	O	O
11	nicht	O	O	O	O
12	parieren	O	O	O	O
13	.	O	O	O	O

0	Im	O	O	O	O
1	Bereich	O	O	O	O
2	der	O	O	O	O
3	strukturierten	O	O	O	O
4	Produkte	O	O	O	O
5	beobachten	O	O	O	O
6	wir	O	O	O	O
7	derzeit	O	O	O	O
8	sogar	O	O	O	O
9	Rekordvolumen	O	O	O	O
10	.	O	O	O	O

0	Die	O	O	O	O
1	monatelange	O	O	O	O
2	Führungskrise	O	O	O	O
3	beim	O	O	O	O
4	europäischen	B-LOCderiv	O	B-LOCderiv	O
5	Luft-und	O	O	O	O
6	Raumfahrtkonzern	O	O	O	O
7	EADS	B-ORG	O	B-ORG	O
8	ist	O	O	O	O
9	beigelegt	O	O	O	O
10	.	O	O	O	O

0	Denn	O	O	O	O
1	das	O	O	O	O
2	ist	O	O	O	O
3	nicht	O	O	O	O
4	in	O	O	O	O
5	Ordnung	O	O	O	O
6	was	O	O	O	O
7	du	O	O	O	O
8	heute	O	O	O	O
9	hier	O	O	O	O
10	gemacht	O	O	O	O
11	hast	O	O	O	O
12	!	O	O	O	O

0	Heute	O	O	O	O
1	ist	O	O	O	O
2	durch	O	O	O	O
3	einen	O	O	O	O
4	roten	O	O	O	O
5	Ziegelstreifen	O	O	O	O
6	der	O	O	O	O
7	Verlauf	O	O	O	O
8	des	O	O	O	O
9	an	O	O	O	O
10	den	O	O	O	O
11	Turm	O	O	O	O
12	anschließenden	O	O	O	O
13	nordwestlichen	O	O	O	O
14	Mauerrings	O	O	O	O
15	gekennzeichnet	O	O	O	O
16	,	O	O	O	O
17	während	O	O	O	O
18	der	O	O	O	O
19	südwestliche	O	O	O	O
20	Mauerring	O	O	O	O
21	bis	O	O	O	O
22	zum	O	O	O	O
23	Gelände	O	O	O	O
24	des	O	O	O	O
25	ehemaligen	O	O	O	O
26	Franziskanerklosters	O	O	O	O
27	St	B-LOC	O	B-LOC	O
28	.	I-LOC	O	I-LOC	O
29	Johannis	I-LOC	B-PER	I-LOC	B-PER
30	noch	O	O	O	O
31	intakt	O	O	O	O
32	ist	O	O	O	O
33	.	O	O	O	O

0	Verwaltungsdienst	O	O	O	O
1	Zumeist	O	O	O	O
2	im	O	O	O	O
3	Hintergrund	O	O	O	O
4	handelnd	O	O	O	O
5	ist	O	O	O	O
6	der	O	O	O	O
7	in	O	O	O	O
8	allen	O	O	O	O
9	Polizeien	O	O	O	O
10	tätige	O	O	O	O
11	Verwaltungsdienst	O	O	O	O
12	selten	O	O	O	O
13	in	O	O	O	O
14	Uniform	O	O	O	O
15	anzutreffen	O	O	O	O
16	.	O	O	O	O

0	Mit	O	O	O	O
1	Herzog	O	O	O	O
2	Przemysław	B-PER	O	B-PER	O
3	II.	I-PER	O	I-PER	O
4	von	O	O	I-PER	O
5	Großpolen	B-LOC	O	I-PER	B-LOC
6	schloss	O	O	O	O
7	Mestwin	B-PER	O	O	O
8	am	O	O	O	O
9	15.	O	O	O	O
10	Februar	O	O	O	O
11	1282	O	O	O	O
12	im	O	O	O	O
13	Vertrag	O	O	O	O
14	von	O	O	O	O
15	Kempen	B-LOC	O	B-LOC	O
16	eine	O	O	O	O
17	„	O	O	O	O
18	donatio	O	O	O	O
19	inter	O	O	O	O
20	vivos	O	O	O	O
21	“	O	O	O	O
22	(	O	O	O	O
23	Geschenk	O	O	O	O
24	unter	O	O	O	O
25	Lebenden	O	O	O	O
26	)	O	O	O	O
27	und	O	O	O	O
28	vermachte	O	O	O	O
29	ihm	O	O	O	O
30	sein	O	O	O	O
31	Herzogtum	O	O	O	O
32	.	O	O	O	O

0	Philosophisch	O	O	O	O
1	strittig	O	O	O	O
2	ist	O	O	O	O
3	,	O	O	O	O
4	ob	O	O	O	O
5	der	O	O	O	O
6	Raum	O	O	O	O
7	„	O	O	O	O
8	an	O	O	O	O
9	sich	O	O	O	O
10	“	O	O	O	O
11	,	O	O	O	O
12	unabhängig	O	O	O	O
13	von	O	O	O	O
14	Wahrnehmung	O	O	O	O
15	und	O	O	O	O
16	Vorstellung	O	O	O	O
17	existiert	O	O	O	O
18	oder	O	O	O	O
19	lediglich	O	O	O	O
20	eine	O	O	O	O
21	Anschauungsform	O	O	O	O
22	des	O	O	O	O
23	wahrnehmenden	O	O	O	O
24	Subjekts	O	O	O	O
25	ist	O	O	O	O
26	.	O	O	O	O

0	Die	O	O	O	O
1	London	B-ORG	B-LOC	B-ORG	B-LOC
2	Telegram	I-ORG	O	I-ORG	O
3	vom	O	O	O	O
4	21.	O	O	O	O
5	Januar	O	O	O	O
6	1914	O	O	O	O
7	berichtete	O	O	O	O
8	,	O	O	O	O
9	dass	O	O	O	O
10	Karl	B-PER	O	B-PER	O
11	Richter	I-PER	O	I-PER	O
12	wegen	O	O	O	O
13	des	O	O	O	O
14	Diebstahls	O	O	O	O
15	der	O	O	O	O
16	belastenden	O	O	O	O
17	Papiere	O	O	O	O
18	und	O	O	O	O
19	der	O	O	O	O
20	versuchten	O	O	O	O
21	Erpressung	O	O	O	O
22	seines	O	O	O	O
23	Arbeitgebers	O	O	O	O
24	,	O	O	O	O
25	in	O	O	O	O
26	Deutschland	B-LOC	O	B-LOC	O
27	zu	O	O	O	O
28	2	O	O	O	O
29	Jahren	O	O	O	O
30	Gefängnis	O	O	O	O
31	verurteilt	O	O	O	O
32	wurde	O	O	O	O
33	.	O	O	O	O

0	Folge	O	O	O	O
1	ausgestrahlt	O	O	O	O
2	wird	O	O	O	O
3	.	O	O	O	O

0	Das	O	O	O	O
1	älteste	O	O	O	O
2	,	O	O	O	O
3	das	O	O	O	O
4	Schauspielhaus	O	O	B-ORG	O
5	,	O	O	O	O
6	ist	O	O	O	O
7	über	O	O	O	O
8	130	O	O	O	O
9	Jahre	O	O	O	O
10	alt	O	O	O	O
11	.	O	O	O	O

0	Die	O	O	O	O
1	ursprüngliche	O	O	O	O
2	Apfeldiätspeise	O	O	O	O
3	„	O	O	O	O
4	d	B-OTH	O	O	O
5	Spys	I-OTH	O	O	O
6	“	O	O	O	O
7	Das	O	O	O	O
8	ursprüngliche	O	O	O	O
9	Birchermues	O	O	B-PER	O
10	ist	O	O	O	O
11	eine	O	O	O	O
12	Schweizer	B-LOCderiv	O	B-LOCderiv	O
13	Spezialität	O	O	O	O
14	und	O	O	O	O
15	wurde	O	O	O	O
16	um	O	O	O	O
17	1900	O	O	O	O
18	Albert	B-PER	O	B-PER	O
19	Wirz	I-PER	O	I-PER	O
20	Doktor	O	O	O	O
21	Birchers	B-PER	O	B-PER	O
22	neue	O	O	O	O
23	Weltordnung	O	O	O	O
24	.	O	O	O	O

0	Der	O	O	O	O
1	wichtigste	O	O	O	O
2	Industriezweig	O	O	O	O
3	ist	O	O	O	O
4	die	O	O	O	O
5	Nahrungsmittel-	O	O	O	O
6	und	O	O	O	O
7	Getränkeindustrie	O	O	O	O
8	,	O	O	O	O
9	gefolgt	O	O	O	O
10	von	O	O	O	O
11	der	O	O	O	O
12	Metall-	O	O	O	O
13	und	O	O	O	O
14	der	O	O	O	O
15	Textilindustrie	O	O	O	O
16	.	O	O	O	O

0	Der	O	O	O	O
1	S	B-OTH	B-ORG	B-OTH	O
2	&	I-OTH	I-ORG	I-OTH	O
3	P	I-OTH	I-ORG	I-OTH	O
4	500	I-OTH	O	I-OTH	O
5	kletterte	O	O	O	O
6	daneben	O	O	O	O
7	um	O	O	O	O
8	0,91	O	O	O	O
9	Prozent	O	O	O	O
10	und	O	O	O	O
11	schloss	O	O	O	O
12	bei	O	O	O	O
13	927,23	O	O	O	O
14	Zählern	O	O	O	O
15	.	O	O	O	O

0	Auch	O	O	O	O
1	im	O	O	O	O
2	dritten	O	O	O	O
3	Spiel	O	O	O	O
4	konnte	O	O	O	O
5	sich	O	O	O	O
6	keine	O	O	O	O
7	der	O	O	O	O
8	beiden	O	O	O	O
9	Mannschaften	O	O	O	O
10	absetzen	O	O	O	O
11	.	O	O	O	O

0	Wie	O	O	O	O
1	eine	O	O	O	O
2	drohende	O	O	O	O
3	Melodie	O	O	O	O
4	umschwebte	O	O	O	O
5	sie	O	O	O	O
6	das	O	O	O	O
7	Boot	O	O	O	O
8	,	O	O	O	O
9	kalt	O	O	O	O
10	und	O	O	O	O
11	gefühllos	O	O	O	O
12	.	O	O	O	O

0	Eigentlich	O	O	O	O
1	sollte	O	O	O	O
2	das	O	O	O	O
3	neue	O	O	O	O
4	Betriebssystem	O	O	O	O
5	rechtzeitig	O	O	O	O
6	zum	O	O	O	O
7	Weihnachtsgeschäft	O	O	O	O
8	auf	O	O	O	O
9	den	O	O	O	O
10	Markt	O	O	O	O
11	kommen	O	O	O	O
12	.	O	O	O	O

0	Im	O	O	O	O
1	Blickpunkt	O	O	O	O
2	des	O	O	O	O
3	Interesses	O	O	O	O
4	steht	O	O	O	O
5	vor	O	O	O	O
6	allem	O	O	O	O
7	die	O	O	O	O
8	anschließende	O	O	O	O
9	Presseerklärung	O	O	O	O
10	,	O	O	O	O
11	von	O	O	O	O
12	der	O	O	O	O
13	sich	O	O	O	O
14	Marktteilnehmer	O	O	O	O
15	Hinweise	O	O	O	O
16	auf	O	O	O	O
17	die	O	O	O	O
18	amerikanische	B-LOCderiv	O	B-LOCderiv	O
19	Geldpolitik	O	O	O	O
20	im	O	O	O	O
21	kommenden	O	O	O	O
22	Jahr	O	O	O	O
23	erhoffen	O	O	O	O
24	.	O	O	O	O

0	Mit	O	O	O	O
1	der	O	O	O	O
2	Verpfändung	O	O	O	O
3	Stolbergs	B-LOC	O	B-LOC	O
4	an	O	O	O	O
5	Wilhelm	B-PER	O	B-PER	O
6	von	I-PER	O	I-PER	O
7	Nesselrode	I-PER	O	I-PER	O
8	war	O	O	O	O
9	die	O	O	O	O
10	Auflage	O	O	O	O
11	verbunden	O	O	O	O
12	,	O	O	O	O
13	dass	O	O	O	O
14	eine	O	O	O	O
15	mögliche	O	O	O	O
16	neue	O	O	O	O
17	Burg	O	O	O	O
18	als	O	O	O	O
19	Offenhaus	O	O	O	O
20	des	O	O	O	O
21	Herzogs	O	O	O	O
22	von	B-PER	O	O	O
23	Jülich	I-PER	B-LOC	B-LOC	O
24	zu	O	O	O	O
25	errichten	O	O	O	O
26	sei	O	O	O	O
27	.	O	O	O	O

0	Er	O	O	O	O
1	zeichnete	O	O	O	O
2	ein	O	O	O	O
3	faires	O	O	O	O
4	und	O	O	O	O
5	interessantes	O	O	O	O
6	Bild	O	O	O	O
7	von	O	O	O	O
8	der	O	O	O	O
9	Auftrags-	O	O	O	O
10	und	O	O	O	O
11	Arbeitslage	O	O	O	O
12	des	O	O	O	O
13	Mitteldeutschen	B-ORG	B-LOC	B-ORG	B-LOCderiv
14	Verlages	I-ORG	O	I-ORG	O
15	,	O	O	O	O
16	der	O	O	O	O
17	als	O	O	O	O
18	ein	O	O	O	O
19	Nachwuchsautoren-Haus	O	O	O	O
20	besonders	O	O	O	O
21	gefordert	O	O	O	O
22	war	O	O	O	O
23	.	O	O	O	O

0	Ein	O	O	O	O
1	Stadtsiegel	O	O	O	O
2	mit	O	O	O	O
3	dem	O	O	O	O
4	Wappen	O	O	O	O
5	ist	O	O	O	O
6	seit	O	O	O	O
7	1297	O	O	O	O
8	nachweisbar	O	O	O	O
9	.	O	O	O	O

0	Diese	O	O	O	O
1	bestehen	O	O	O	O
2	i	O	O	O	O
3	.	O	O	O	O
4	d	O	O	O	O
5	.	O	O	O	O
6	R	O	O	O	O
7	.	O	O	O	O
8	aus	O	O	O	O
9	einem	O	O	O	O
10	Lösemittel	O	O	O	O
11	und	O	O	O	O
12	einem	O	O	O	O
13	Trägerstoff	O	O	O	O
14	.	O	O	O	O

0	Es	O	O	O	O
1	sind	O	O	O	O
2	weitere	O	O	O	O
3	Zunahmen	O	O	O	O
4	der	O	O	O	O
5	Belastungen	O	O	O	O
6	zu	O	O	O	O
7	erwarten	O	O	O	O
8	.	O	O	O	O

0	Doma	B-PER	O	B-PER	O
1	ist	O	O	O	O
2	immer	O	O	O	O
3	noch	O	O	O	O
4	sehr	O	O	O	O
5	aufgewühlt	O	O	O	O
6	,	O	O	O	O
7	dass	O	O	O	O
8	sie	O	O	O	O
9	auf	O	O	O	O
10	einen	O	O	O	O
11	Gauner	O	O	O	O
12	hereingefallen	O	O	O	O
13	ist	O	O	O	O
14	.	O	O	O	O

0	Mit	O	O	O	O
1	922	O	O	O	O
2	m	O	O	O	O
3	wird	O	O	O	O
4	auf	O	O	O	O
5	der	O	O	O	O
6	Nordostabdachung	O	O	O	O
7	des	O	O	O	O
8	Belmont	B-LOC	O	B-LOC	O
9	die	O	O	O	O
10	höchste	O	O	O	O
11	Erhebung	O	O	O	O
12	von	O	O	O	O
13	Bretonvillers	B-LOC	O	B-LOC	O
14	erreicht	O	O	O	O
15	.	O	O	O	O

0	Kameraarbeit	O	O	O	O
1	Auch	O	O	O	O
2	den	O	O	O	O
3	Posten	O	O	O	O
4	als	O	O	O	O
5	Kameramann	O	O	O	O
6	übernahm	O	O	O	O
7	Tarantino	B-PER	O	B-PER	O
8	selbst	O	O	O	O
9	.	O	O	O	O

0	"	O	O	O	O
1	Wir	O	O	O	O
2	sind	O	O	O	O
3	vom	O	O	O	O
4	Ideal	O	O	O	O
5	eines	O	O	O	O
6	gebührenfreien	O	O	O	O
7	Bildungssystems	O	O	O	O
8	von	O	O	O	O
9	der	O	O	O	O
10	Kinderkrippe	O	O	O	O
11	bis	O	O	O	O
12	zur	O	O	O	O
13	Hochschule	O	O	O	O
14	weiter	O	O	O	O
15	entfernt	O	O	O	O
16	denn	O	O	O	O
17	je	O	O	O	O
18	"	O	O	O	O
19	,	O	O	O	O
20	so	O	O	O	O
21	Hirsch	B-PER	O	B-PER	O
22	.	O	O	O	O

0	Leopold	B-ORG	B-PER	B-ORG	B-PER
1	Stocker	I-ORG	I-PER	I-ORG	I-PER
2	Verlag	I-ORG	O	I-ORG	O
3	,	O	O	O	O
4	Graz	B-LOC	O	B-LOC	O
5	,	O	O	O	O
6	Stuttgart	B-LOC	O	B-LOC	O
7	1994	O	O	O	O
8	.	O	O	O	O
9	ISBN	O	O	O	O
10	3-702-00682-6	O	O	O	O
11	*	O	O	O	O
12	1999	O	O	O	O
13	:	O	O	O	O
14	Erinnerungen	B-OTH	O	B-OTH	O
15	und	I-OTH	O	I-OTH	O
16	Gedanken	I-OTH	O	I-OTH	O
17	.	O	O	O	O

0	1951	O	O	O	O
1	fiel	O	O	O	O
2	der	O	O	O	O
3	Startschuss	O	O	O	O
4	für	O	O	O	O
5	die	O	O	O	O
6	erste	O	O	O	O
7	Berlinale	B-ORG	O	B-ORG	O
8	.	O	O	O	O

0	Sie	O	O	O	O
1	ermuntert	O	O	O	O
2	ihn	O	O	O	O
3	,	O	O	O	O
4	sich	O	O	O	O
5	mehr	O	O	O	O
6	auf	O	O	O	O
7	sein	O	O	O	O
8	Gefühl	O	O	O	O
9	und	O	O	O	O
10	sein	O	O	O	O
11	Gewissen	O	O	O	O
12	zu	O	O	O	O
13	verlassen	O	O	O	O
14	,	O	O	O	O
15	ohne	O	O	O	O
16	zu	O	O	O	O
17	wissen	O	O	O	O
18	,	O	O	O	O
19	dass	O	O	O	O
20	Dexter	B-PER	O	B-PER	O
21	keines	O	O	O	O
22	von	O	O	O	O
23	beiden	O	O	O	O
24	hat	O	O	O	O
25	.	O	O	O	O

0	Der	O	O	O	O
1	1.	B-ORG	O	B-ORG	O
2	FC	I-ORG	O	I-ORG	O
3	Kaiserslautern	I-ORG	B-LOC	I-ORG	B-LOC
4	empfängt	O	O	O	O
5	heute	O	O	O	O
6	im	O	O	O	O
7	Montagspiel	O	O	O	O
8	der	O	O	O	O
9	2.	B-ORG	O	B-ORG	O
10	Fußball-Bundesliga	I-ORG	O	I-ORG	O
11	den	O	O	O	O
12	SC	B-ORG	O	B-ORG	O
13	Freiburg	I-ORG	B-LOC	I-ORG	B-LOC
14	.	O	O	O	O

0	Die	O	O	O	O
1	Stadt	O	O	O	O
2	richtete	O	O	O	O
3	in	O	O	O	O
4	den	O	O	O	O
5	Gebäuden	O	O	O	O
6	eine	O	O	O	O
7	höhere	O	O	O	O
8	Knabenschule	O	O	O	O
9	ein	O	O	O	O
10	,	O	O	O	O
11	weshalb	O	O	O	O
12	die	O	O	O	O
13	Gebäude	O	O	O	O
14	im	O	O	O	O
15	Volksmund	O	O	O	O
16	auch	O	O	O	O
17	„	O	O	O	O
18	Bubenkloster	B-OTH	O	O	O
19	“	O	O	O	O
20	genannt	O	O	O	O
21	wurde	O	O	O	O
22	(	O	O	O	O
23	nicht	O	O	O	O
24	zu	O	O	O	O
25	verwechseln	O	O	O	O
26	mit	O	O	O	O
27	der	O	O	O	O
28	eigentlichen	O	O	O	O
29	Klosterschule	O	O	O	O
30	im	O	O	O	O
31	Stiftsbezirk	O	O	O	O
32	)	O	O	O	O
33	.	O	O	O	O

0	Ein	O	O	O	O
1	konsistentes	O	O	O	O
2	philosophisches	O	O	O	O
3	oder	O	O	O	O
4	soziologisches	O	O	O	O
5	System	O	O	O	O
6	hinterließ	O	O	O	O
7	er	O	O	O	O
8	nicht	O	O	O	O
9	,	O	O	O	O
10	auch	O	O	O	O
11	keine	O	O	O	O
12	Schule	O	O	O	O
13	.	O	O	O	O

0	1297	O	O	O	O
1	wurde	O	O	O	O
2	nach	O	O	O	O
3	einem	O	O	O	O
4	Brief	O	O	O	O
5	im	O	O	O	O
6	Diplomatarium	B-OTH	O	O	O
7	Norvegicum	I-OTH	B-LOCderiv	B-ORG	O
8	für	O	O	O	O
9	dieses	O	O	O	O
10	Jahr	O	O	O	O
11	der	O	O	O	O
12	Erzbischof	O	O	O	O
13	Jørund	B-PER	O	B-PER	O
14	in	O	O	O	O
15	Nidaros	B-LOC	O	B-LOC	O
16	zum	O	O	O	O
17	Jarl	O	O	B-PER	O
18	ernannt	O	O	O	O
19	.	O	O	O	O

0	In	O	O	O	O
1	manchen	O	O	O	O
2	Gebieten	O	O	O	O
3	,	O	O	O	O
4	zum	O	O	O	O
5	Beispiel	O	O	O	O
6	in	O	O	O	O
7	Dachau	B-LOC	O	B-LOC	O
8	Süd	O	O	O	O
9	,	O	O	O	O
10	gibt	O	O	O	O
11	es	O	O	O	O
12	nur	O	O	O	O
13	wenig	O	O	O	O
14	Möglichkeiten	O	O	O	O
15	Waren	O	O	O	O
16	für	O	O	O	O
17	den	O	O	O	O
18	alltäglichen	O	O	O	O
19	Gebrauch	O	O	O	O
20	zu	O	O	O	O
21	erwerben	O	O	O	O
22	.	O	O	O	O

0	Bei	O	O	O	O
1	den	O	O	O	O
2	Privaten	O	O	O	O
3	Krankenversicherern	O	O	O	O
4	ist	O	O	O	O
5	die	O	O	O	O
6	DKV	B-ORG	O	B-ORG	O
7	einer	O	O	O	O
8	der	O	O	O	O
9	Vorreiter	O	O	O	O
10	solcher	O	O	O	O
11	Zusatzangebote	O	O	O	O
12	.	O	O	O	O

0	Nach	O	O	O	O
1	dem	O	O	O	O
2	Abitur	O	O	O	O
3	besuchte	O	O	O	O
4	sie	O	O	O	O
5	die	O	O	O	O
6	Musicalschule	O	O	O	O
7	Vitztum-Durukan	B-ORG	O	B-ORG	O
8	in	O	O	O	O
9	Hannover	B-LOC	O	B-LOC	O
10	und	O	O	O	O
11	ließ	O	O	O	O
12	sich	O	O	O	O
13	in	O	O	O	O
14	den	O	O	O	O
15	Fächern	O	O	O	O
16	Schauspiel	O	O	O	O
17	,	O	O	O	O
18	Tanz	O	O	O	O
19	und	O	O	O	O
20	Gesang	O	O	O	O
21	ausbilden	O	O	O	O
22	,	O	O	O	O
23	außerdem	O	O	O	O
24	nahm	O	O	O	O
25	sie	O	O	O	O
26	privaten	O	O	O	O
27	Gesangsunterricht	O	O	O	O
28	.	O	O	O	O

0	Nach	O	O	O	O
1	Ansicht	O	O	O	O
2	von	O	O	O	O
3	Kritikern	O	O	O	O
4	lässt	O	O	O	O
5	sich	O	O	O	O
6	in	O	O	O	O
7	diesen	O	O	O	O
8	Forderungen	O	O	O	O
9	die	O	O	O	O
10	Befürwortung	O	O	O	O
11	einer	O	O	O	O
12	erneuten	O	O	O	O
13	Angliederung	O	O	O	O
14	des	O	O	O	O
15	heute	O	O	O	O
16	zum	O	O	O	O
17	tschechischen	B-LOCderiv	O	B-LOCderiv	O
18	Staat	O	O	O	O
19	gehörenden	O	O	O	O
20	Sudetenlandes	B-LOC	O	B-LOC	O
21	an	O	O	O	O
